"","Annot","Term","Annotated","Significant","Pvalue","Padj","GeneID"
"GO:1901564","GO:1901564","organonitrogen compound metabolic process",6141,51,0.000525979127189074,0.0138148192978805,"Abcc1,Acvr2b,Agap2,Akap1,Anxa1,Arrdc4,B3galnt1,Bbs7,Bod1l,Bst1,Ccna2,Cd300a,Chordc1,Chrna7,Clcf1,Clec16a,Cltc,Cyfip1,Dab1,Dhx36,Eif2a,Elovl5,Eny2,F8,Fbxl5,Fgf2,Gclc,Grk5,Gsap,Htr2c,Huwe1,Iqgap1,Lyplal1,Mcee,Met,Mkrn3,Mllt3,Nhlrc3,P4ha1,Papss1,Pde4d,Plk2,Plscr1,Ptpn12,Ptprm,Rbpms,Rora,Serpina1b,Thy1,Trpm6,Ublcp1"
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion",343,8,0.000561911079655094,0.0146334978625432,"Anxa1,Cd300a,Chst2,Gm5150,Gm9733,H2-DMb1,Sirpb1a,Thy1"
"GO:0050807","GO:0050807","regulation of synapse organization",263,7,0.000575561824039043,0.0148630376913612,"Chrna7,Cyfip1,Dhx36,Myh10,Nrcam,Sipa1l1,Tuba1a"
"GO:0031328","GO:0031328","positive regulation of cellular biosynthetic process",1909,22,0.000586422273577473,0.0150172970558631,"Agap2,Anxa1,Arnt2,Bcas3,Ccna2,Chrna7,Dhx36,Elovl5,Eny2,Etv1,Fgf2,Htr2c,Klf5,Litaf,Met,Mllt3,Nfia,Nmd3,Rora,Sall1,Tfdp2,Tfec"
"GO:0003025","GO:0003025","regulation of systemic arterial blood pressure by baroreceptor feedback",7,2,0.000593178049364657,0.0150647615346908,"Chrna7,Nav2"
"GO:0016311","GO:0016311","dephosphorylation",347,8,0.000606122222031444,0.0152584153632413,"Akap1,Bod1l,Cd300a,Inpp4b,Iqgap1,Ptpn12,Ptprm,Ublcp1"
"GO:0010648","GO:0010648","negative regulation of cell communication",1412,18,0.000610733839791304,0.0152584153632413,"Agap2,Cd300a,Chrna7,Dab1,Eny2,Gclc,Grk5,Litaf,Met,Mllt3,Pde4d,Plk2,Rgs18,Rora,Sall1,Sesn1,Snx13,Thy1"
"GO:0000226","GO:0000226","microtubule cytoskeleton organization",628,11,0.000617411150712592,0.0153008424688693,"Bcas3,Cc2d2a,Cetn4,Chordc1,Cltc,Haus8,Met,Mid1,Plk2,Tbcel,Tuba1a"
"GO:0023057","GO:0023057","negative regulation of signaling",1415,18,0.000625948509374448,0.0153883181544614,"Agap2,Cd300a,Chrna7,Dab1,Eny2,Gclc,Grk5,Litaf,Met,Mllt3,Pde4d,Plk2,Rgs18,Rora,Sall1,Sesn1,Snx13,Thy1"
"GO:0002694","GO:0002694","regulation of leukocyte activation",733,12,0.000636057459904363,0.0154011052360231,"Anxa1,Bst1,Cd300a,Clcf1,Gm5150,Gm9733,H2-DMb1,Il16,Plscr1,Rora,Sirpb1a,Thy1"
"GO:0048585","GO:0048585","negative regulation of response to stimulus",1665,20,0.000636492146103133,0.0154011052360231,"Agap2,Anxa1,Cd300a,Chrna7,Dab1,Eny2,Fgf2,Gclc,Grk5,Litaf,Met,Mllt3,Pde4d,Rgs18,Rora,Sall1,Sesn1,Snx13,Thy1,Tspan8"
"GO:0051171","GO:0051171","regulation of nitrogen compound metabolic process",5557,47,0.00064306772902167,0.0154386494631531,"Acvr2b,Agap2,Akap1,Arnt2,Arrdc4,Bbs7,Bcas3,Bod1l,Bst1,Ccna2,Cd300a,Chordc1,Chrna7,Clcf1,Clec16a,Cltc,Cyfip1,Dab1,Dhx36,Eif2a,Eny2,Etv1,Fbxl5,Fgf2,Gclc,Gsap,Htr2c,Huwe1,Iqgap1,Klf5,Litaf,Met,Mllt3,Nfia,Nmd3,Pde4d,Pdlim1,Plk2,Rbfox1,Rbpms,Rora,Sall1,Serpina1b,Srsf1,Tfdp2,Tfec,Thy1"
"GO:0048666","GO:0048666","neuron development",1300,17,0.00065680676264463,0.0155416222795164,"Chrna7,Clmn,Csmd3,Cyfip1,Dab1,Dhx36,Emb,Etv1,Iqgap1,Met,Myh10,Nrcam,Plk2,Plxna4,Ptprm,Sipa1l1,Thy1"
"GO:0006816","GO:0006816","calcium ion transport",440,9,0.000657471817877362,0.0155416222795164,"Atp2b3,Atp2c1,Chrna7,Fgf2,Htr2c,Il16,Pde4d,Thy1,Trpm6"
"GO:0045184","GO:0045184","establishment of protein localization",1672,20,0.000670559431271959,0.0157299933763262,"Acvr2b,Akap1,Anxa1,Arrdc4,Atp2c1,Bbs7,Bcas3,Cltc,Eny2,Ipo11,Lyplal1,Myh10,Myom1,Nasp,Nbea,Nmd3,Nupl2,Rabgap1l,Snx13,Zmat3"
"GO:0050803","GO:0050803","regulation of synapse structure or activity",271,7,0.000686716057040216,0.0159515511434587,"Chrna7,Cyfip1,Dhx36,Myh10,Nrcam,Sipa1l1,Tuba1a"
"GO:0023052","GO:0023052","signaling",7022,56,0.000690857887430767,0.0159515511434587,"Ackr4,Acvr2b,Adap2,Agap2,Anxa1,Arap2,Arhgap26,Arnt2,Bbs7,Bst1,Cc2d2a,Cd300a,Chrna7,Clcf1,Clec16a,Cyfip1,Dab1,Dhx36,Eif2a,Eny2,Fgf2,Gclc,Gnb4,Grk5,Htr2c,Il16,Inpp4b,Iqgap1,Klf5,Litaf,Mctp2,Met,Mid1,Mllt3,Mrgpra2b,Myom1,Nrcam,Pde4d,Plk2,Plscr1,Plxna4,Ptpn12,Ptprm,Rbpms,Rgs18,Rnd3,Rora,Sall1,Sesn1,Sipa1l1,Sirpb1a,Snx13,Srsf1,Thy1,Tm2d3,Tmem33"
"GO:0061564","GO:0061564","axon development",538,10,0.000695576912861524,0.0159515511434587,"Cyfip1,Dab1,Emb,Etv1,Myh10,Nrcam,Plxna4,Ptprm,Sipa1l1,Thy1"
"GO:0019220","GO:0019220","regulation of phosphate metabolic process",1430,18,0.000707033091357726,0.0159934311085699,"Acvr2b,Agap2,Akap1,Bod1l,Bst1,Ccna2,Cd300a,Chordc1,Chrna7,Clcf1,Dab1,Fgf2,Htr2c,Iqgap1,Met,Pde4d,Rbpms,Thy1"
"GO:0051174","GO:0051174","regulation of phosphorus metabolic process",1431,18,0.000712746739623986,0.0159934311085699,"Acvr2b,Agap2,Akap1,Bod1l,Bst1,Ccna2,Cd300a,Chordc1,Chrna7,Clcf1,Dab1,Fgf2,Htr2c,Iqgap1,Met,Pde4d,Rbpms,Thy1"
"GO:0048856","GO:0048856","anatomical structure development",6219,51,0.000713016616294853,0.0159934311085699,"Acvr2b,Adap2,Agap2,Anxa1,Arnt2,Atp2c1,Bbs7,Bcas3,Cc2d2a,Cfl2,Chrna7,Clcf1,Clmn,Csmd3,Cyfip1,Dab1,Dhx36,Emb,Etv1,Fam126a,Fgf2,Huwe1,Inpp4b,Iqgap1,Klf5,Mctp2,Met,Mllt3,Msi2,Myh10,Nasp,Nav2,Nfia,Nrcam,Paqr8,Pde4d,Pdlim1,Plk2,Plscr1,Plxna4,Ptprm,Rabgap1l,Rbfox1,Rnd3,Rora,Sall1,Serpina1b,Sipa1l1,Srsf1,Thy1,Tmem135"
"GO:0042221","GO:0042221","response to chemical",4354,39,0.000735209859279033,0.0163717383881483,"Abcc1,Ackr4,Acvr2b,Anxa1,Arnt2,Bcas3,Bst1,Chrna7,Cyfip1,Dhx36,Eif2a,Emb,Eny2,Etv1,Fgf2,Gclc,Htr2c,Ifi202b,Il16,Iqgap1,Klf5,Litaf,Met,Myh10,Nrcam,Paqr8,Pde4d,Plscr1,Plxna4,Ptpn12,Ptprm,Rora,Serpina1b,Sesn1,Srsf1,Tbc1d4,Tmem135,Tmem33,Trpm6"
"GO:0030334","GO:0030334","regulation of cell migration",968,14,0.000768289269813062,0.016985272849896,"Abcc1,Anxa1,Bcas3,Bst1,Cd300a,Chst2,Fgf2,Iqgap1,Met,Pde4d,Plk2,Plxna4,Ptprm,Thy1"
"GO:1905274","GO:1905274","regulation of modification of postsynaptic actin cytoskeleton",8,2,0.000788109977649394,0.0172990140094042,"Cyfip1,Myh10"
"GO:0009891","GO:0009891","positive regulation of biosynthetic process",1958,22,0.000819886782707812,0.0177160709108311,"Agap2,Anxa1,Arnt2,Bcas3,Ccna2,Chrna7,Dhx36,Elovl5,Eny2,Etv1,Fgf2,Htr2c,Klf5,Litaf,Met,Mllt3,Nfia,Nmd3,Rora,Sall1,Tfdp2,Tfec"
"GO:0007507","GO:0007507","heart development",651,11,0.000828218180725789,0.0177160709108311,"Acvr2b,Adap2,Bbs7,Cc2d2a,Dhx36,Fgf2,Met,Myh10,Pdlim1,Plxna4,Sall1"
"GO:0010975","GO:0010975","regulation of neuron projection development",551,10,0.00083411671838978,0.0177160709108311,"Csmd3,Cyfip1,Dab1,Dhx36,Iqgap1,Met,Nrcam,Plxna4,Sipa1l1,Thy1"
"GO:0051607","GO:0051607","defense response to virus",281,7,0.000848889437371597,0.0177160709108311,"Akap1,Dhx36,Isg20,Plscr1,Polr3f,Slfn8,Slfn9"
"GO:0030182","GO:0030182","neuron differentiation",1578,19,0.000851341683587131,0.0177160709108311,"Chrna7,Clmn,Csmd3,Cyfip1,Dab1,Dhx36,Emb,Etv1,Iqgap1,Met,Myh10,Nrcam,Plk2,Plxna4,Ptprm,Rora,Sall1,Sipa1l1,Thy1"
"GO:0044085","GO:0044085","cellular component biogenesis",3062,30,0.00085450040335657,0.0177160709108311,"Arrdc4,Bbs7,Bcas3,Cc2d2a,Cetn4,Cfl2,Cltc,Cyfip1,Eif2a,Eri1,H2-DMb1,Haus8,Iqgap1,Isg20,Klf5,Met,Myh10,Nasp,Nmd3,Pde4d,Pdlim1,Plk2,Pstpip1,Sipa1l1,Srsf1,Tbc1d14,Tbc1d30,Tbcel,Thy1,Trpm6"
"GO:0007154","GO:0007154","cell communication",7082,56,0.000858745179990111,0.0177160709108311,"Ackr4,Acvr2b,Adap2,Agap2,Anxa1,Arap2,Arhgap26,Arnt2,Bbs7,Bst1,Cc2d2a,Cd300a,Chrna7,Clcf1,Clec16a,Cyfip1,Dab1,Dhx36,Eif2a,Eny2,Fgf2,Gclc,Gnb4,Grk5,Htr2c,Il16,Inpp4b,Iqgap1,Klf5,Litaf,Mctp2,Met,Mid1,Mllt3,Mrgpra2b,Myom1,Nrcam,Pde4d,Plk2,Plscr1,Plxna4,Ptpn12,Ptprm,Rbpms,Rgs18,Rnd3,Rora,Sall1,Sesn1,Sipa1l1,Sirpb1a,Snx13,Srsf1,Thy1,Tm2d3,Tmem33"
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process",457,9,0.00085899595369796,0.0177160709108311,"Akap1,Bod1l,Cd300a,Chordc1,Chrna7,Iqgap1,Met,Pde4d,Thy1"
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process",457,9,0.00085899595369796,0.0177160709108311,"Akap1,Bod1l,Cd300a,Chordc1,Chrna7,Iqgap1,Met,Pde4d,Thy1"
"GO:0140546","GO:0140546","defense response to symbiont",282,7,0.000866638533795078,0.0177545347623485,"Akap1,Dhx36,Isg20,Plscr1,Polr3f,Slfn8,Slfn9"
"GO:0050793","GO:0050793","regulation of developmental process",2654,27,0.000925046613060431,0.0188256174962563,"Acvr2b,Agap2,Anxa1,Clcf1,Csmd3,Cyfip1,Dab1,Dhx36,Fgf2,Htr2c,Huwe1,Inpp4b,Iqgap1,Klf5,Met,Mllt3,Myh10,Plk2,Plxna4,Ptprm,Rbfox1,Rnd3,Rora,Sall1,Sipa1l1,Thy1,Tmem135"
"GO:0003013","GO:0003013","circulatory system process",563,10,0.000981440831434426,0.019841892598671,"Abcc1,Chrna7,Gclc,Htr2c,Met,Nav2,Pde4d,Ptprm,Scpep1,Srsf1"
"GO:0022407","GO:0022407","regulation of cell-cell adhesion",468,9,0.00101431647378896,0.0202935624095234,"Anxa1,Cd300a,Chst2,Gm5150,Gm9733,H2-DMb1,Pde4d,Sirpb1a,Thy1"
"GO:0006468","GO:0006468","protein phosphorylation",1602,19,0.00101698946015835,0.0202935624095234,"Acvr2b,Agap2,Bst1,Ccna2,Cd300a,Chordc1,Chrna7,Clcf1,Dab1,Eif2a,Fgf2,Grk5,Iqgap1,Met,Pde4d,Plk2,Rbpms,Thy1,Trpm6"
"GO:0080134","GO:0080134","regulation of response to stress",1357,17,0.0010521420940381,0.0208595655159941,"Abcc1,Anxa1,Bst1,Chordc1,Chrna7,Clcf1,Fgf2,Il16,Met,Mid1,Plscr1,Polr3f,Rora,Sesn1,Thy1,Tmem33,Tspan8"
"GO:0031023","GO:0031023","microtubule organizing center organization",143,5,0.00108017621101738,0.0212780865157463,"Bcas3,Cetn4,Chordc1,Haus8,Plk2"
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion",383,8,0.00114465795850663,0.0224046745636362,"Anxa1,Cd300a,Chst2,Gm5150,Gm9733,H2-DMb1,Sirpb1a,Thy1"
"GO:0046907","GO:0046907","intracellular transport",1496,18,0.00118052335822046,0.0229604321507056,"Agap2,Akap1,Ankrd50,Bbs7,Bcas3,Clec16a,Clmn,Cltc,Eny2,Gclc,Inpp4b,Ipo11,Myh10,Nbea,Nmd3,Nupl2,Snx13,Tbc1d14"
"GO:0090049","GO:0090049","regulation of cell migration involved in sprouting angiogenesis",39,3,0.00121046451561692,0.0233947009842189,"Anxa1,Fgf2,Plk2"
"GO:0046488","GO:0046488","phosphatidylinositol metabolic process",147,5,0.00122123940912629,0.0234554294015318,"Fam126a,Fgf2,Htr2c,Inpp4b,Pi4k2b"
"GO:0070588","GO:0070588","calcium ion transmembrane transport",300,7,0.00123937219324734,0.0235899577482177,"Atp2b3,Atp2c1,Fgf2,Htr2c,Pde4d,Thy1,Trpm6"
"GO:0045785","GO:0045785","positive regulation of cell adhesion",482,9,0.00124419855998791,0.0235899577482177,"Anxa1,Chst2,Gm5150,Gm9733,H2-DMb1,Iqgap1,Pde4d,Sirpb1a,Thy1"
"GO:0035095","GO:0035095","behavioral response to nicotine",10,2,0.00125767749015204,0.0235899577482177,"Chrna7,Htr2c"
"GO:0001932","GO:0001932","regulation of protein phosphorylation",1137,15,0.00125894990911412,0.0235899577482177,"Acvr2b,Agap2,Bst1,Ccna2,Cd300a,Chordc1,Chrna7,Clcf1,Dab1,Fgf2,Iqgap1,Met,Pde4d,Rbpms,Thy1"
"GO:0042119","GO:0042119","neutrophil activation",40,3,0.00130347742529952,0.0242762795633056,"Anxa1,Cd300a,Il16"
"GO:2000145","GO:2000145","regulation of cell motility",1025,14,0.00132394284425017,0.0245088937372335,"Abcc1,Anxa1,Bcas3,Bst1,Cd300a,Chst2,Fgf2,Iqgap1,Met,Pde4d,Plk2,Plxna4,Ptprm,Thy1"
"GO:0050870","GO:0050870","positive regulation of T cell activation",223,6,0.00134742904594828,0.0247943081329285,"Anxa1,Gm5150,Gm9733,H2-DMb1,Sirpb1a,Thy1"
"GO:0006953","GO:0006953","acute-phase response",41,3,0.00140086854597261,0.0256242204867491,"F8,Plscr1,Serpina1b"
"GO:0007165","GO:0007165","signal transduction",6409,51,0.00144155747438817,0.0262124622413896,"Ackr4,Acvr2b,Adap2,Agap2,Anxa1,Arap2,Arhgap26,Arnt2,Bbs7,Bst1,Cc2d2a,Cd300a,Chrna7,Clcf1,Clec16a,Cyfip1,Dab1,Dhx36,Eif2a,Fgf2,Gclc,Gnb4,Grk5,Htr2c,Il16,Inpp4b,Iqgap1,Litaf,Met,Mid1,Mllt3,Mrgpra2b,Myom1,Pde4d,Plk2,Plscr1,Plxna4,Ptpn12,Ptprm,Rbpms,Rgs18,Rnd3,Rora,Sall1,Sesn1,Sipa1l1,Sirpb1a,Snx13,Srsf1,Thy1,Tmem33"
"GO:0009968","GO:0009968","negative regulation of signal transduction",1275,16,0.00145495641807157,0.0263004768984349,"Agap2,Cd300a,Chrna7,Dab1,Gclc,Grk5,Litaf,Met,Mllt3,Pde4d,Rgs18,Rora,Sall1,Sesn1,Snx13,Thy1"
"GO:0048468","GO:0048468","cell development",2459,25,0.00147505055268209,0.0265077798151582,"Cfl2,Chrna7,Clcf1,Clmn,Csmd3,Cyfip1,Dab1,Dhx36,Emb,Etv1,Fgf2,Iqgap1,Klf5,Met,Msi2,Myh10,Nrcam,Paqr8,Pde4d,Plk2,Plxna4,Ptprm,Rabgap1l,Sipa1l1,Thy1"
"GO:0048699","GO:0048699","generation of neurons",1657,19,0.00150403558382939,0.0267891950447515,"Chrna7,Clmn,Csmd3,Cyfip1,Dab1,Dhx36,Emb,Etv1,Iqgap1,Met,Myh10,Nrcam,Plk2,Plxna4,Ptprm,Rora,Sall1,Sipa1l1,Thy1"
"GO:0043542","GO:0043542","endothelial cell migration",228,6,0.0015081453767465,0.0267891950447515,"Anxa1,Bcas3,Fgf2,Met,Plk2,Ptprm"
"GO:0016078","GO:0016078","tRNA catabolic process",11,2,0.00153173778942879,0.026893523198126,"Slfn8,Slfn9"
"GO:0009653","GO:0009653","anatomical structure morphogenesis",2889,28,0.00153529271932361,0.026893523198126,"Acvr2b,Anxa1,Bcas3,Cc2d2a,Cfl2,Chrna7,Cyfip1,Dab1,Dhx36,Emb,Etv1,Fgf2,Huwe1,Iqgap1,Klf5,Met,Mllt3,Myh10,Nrcam,Plk2,Plxna4,Ptprm,Rnd3,Rora,Sall1,Sipa1l1,Thy1,Tmem135"
"GO:0051716","GO:0051716","cellular response to stimulus",8257,62,0.00154027337548655,0.026893523198126,"Abcc1,Ackr4,Acvr2b,Adap2,Agap2,Anxa1,Arap2,Arhgap26,Arnt2,Bbs7,Bcas3,Bod1l,Bst1,Cc2d2a,Cd300a,Chordc1,Chrna7,Clcf1,Clec16a,Cyfip1,Dab1,Dhx36,Eif2a,Eny2,Fgf2,Gclc,Gnb4,Grk5,Htr2c,Huwe1,Ifi202b,Il16,Inpp4b,Iqgap1,Klf5,Litaf,Met,Mid1,Mllt3,Mrgpra2b,Myom1,Pde4d,Plk2,Plscr1,Plxna4,Ptpn12,Ptprm,Rbpms,Rgs18,Rnd3,Rora,Sall1,Sesn1,Sipa1l1,Sirpb1a,Snx13,Srsf1,Tbc1d4,Tfec,Thy1,Tmem33,Zmat3"
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration",156,5,0.00158795907924728,0.0275694816413948,"Anxa1,Bcas3,Fgf2,Met,Plk2"
"GO:0008360","GO:0008360","regulation of cell shape",157,5,0.0016331903638669,0.0281954718436123,"Anxa1,Cyfip1,Myh10,Plxna4,Rnd3"
"GO:0051338","GO:0051338","regulation of transferase activity",823,12,0.00170761476037415,0.0293156433443003,"Acvr2b,Agap2,Arrdc4,Ccna2,Cd300a,Chordc1,Chrna7,Dab1,Fgf2,Iqgap1,Met,Thy1"
"GO:0002696","GO:0002696","positive regulation of leukocyte activation",508,9,0.00178209114100377,0.03042425597947,"Anxa1,Bst1,Clcf1,Gm5150,Gm9733,H2-DMb1,Il16,Sirpb1a,Thy1"
"GO:0042996","GO:0042996","regulation of Golgi to plasma membrane protein transport",12,2,0.00183160274556901,0.0310967692659314,"Atp2c1,Lyplal1"
"GO:0032970","GO:0032970","regulation of actin filament-based process",414,8,0.00186707681182134,0.0315248738611372,"Bcas3,Bst1,Cfl2,Cyfip1,Iqgap1,Met,Pde4d,Rnd3"
"GO:0009410","GO:0009410","response to xenobiotic stimulus",325,7,0.00195328015918521,0.0324920591807376,"Abcc1,Arnt2,Chrna7,Gclc,Htr2c,Ptprm,Rora"
"GO:0009967","GO:0009967","positive regulation of signal transduction",1566,18,0.00195595038811857,0.0324920591807376,"Acvr2b,Agap2,Cd300a,Chrna7,Clec16a,Cyfip1,Dhx36,Eif2a,Fgf2,Htr2c,Iqgap1,Met,Mid1,Mllt3,Plscr1,Rbpms,Sall1,Tmem33"
"GO:0036230","GO:0036230","granulocyte activation",46,3,0.00195607905904213,0.0324920591807376,"Anxa1,Cd300a,Il16"
"GO:0010632","GO:0010632","regulation of epithelial cell migration",241,6,0.00199451509556021,0.0329523918744975,"Anxa1,Bcas3,Fgf2,Met,Plk2,Ptprm"
"GO:0009408","GO:0009408","response to heat",99,4,0.00204005659552804,0.0333218645444717,"Chordc1,Dhx36,Gclc,Tfec"
"GO:0007166","GO:0007166","cell surface receptor signaling pathway",2802,27,0.00204448019469898,0.0333218645444717,"Acvr2b,Agap2,Anxa1,Bbs7,Cc2d2a,Cd300a,Chrna7,Clcf1,Cyfip1,Dab1,Fgf2,Gclc,Grk5,Il16,Iqgap1,Met,Mllt3,Pde4d,Plscr1,Plxna4,Ptpn12,Rbpms,Rora,Sall1,Sipa1l1,Srsf1,Thy1"
"GO:0040017","GO:0040017","positive regulation of locomotion",622,10,0.0020494085255142,0.0333218645444717,"Abcc1,Anxa1,Bcas3,Fgf2,Il16,Iqgap1,Met,Pde4d,Plk2,Thy1"
"GO:0002684","GO:0002684","positive regulation of immune system process",1076,14,0.00207561512116051,0.0335703435122435,"Anxa1,Bst1,Cd300a,Clcf1,Dhx36,Gm5150,Gm9733,H2-DMb1,Il16,Pde4d,Plscr1,Polr3f,Sirpb1a,Thy1"
"GO:1902680","GO:1902680","positive regulation of RNA biosynthetic process",1577,18,0.00211028209568658,0.0339523396860988,"Agap2,Arnt2,Bcas3,Ccna2,Dhx36,Eny2,Etv1,Fgf2,Klf5,Litaf,Met,Mllt3,Nfia,Nmd3,Rora,Sall1,Tfdp2,Tfec"
"GO:0099159","GO:0099159","regulation of modification of postsynaptic structure",13,2,0.00215699041922026,0.0345230810326243,"Cyfip1,Myh10"
"GO:0051347","GO:0051347","positive regulation of transferase activity",523,9,0.00216855677315565,0.034528367688639,"Acvr2b,Agap2,Arrdc4,Cd300a,Chrna7,Dab1,Fgf2,Iqgap1,Met"
"GO:0006661","GO:0006661","phosphatidylinositol biosynthetic process",101,4,0.00219444774083424,0.0345962111076333,"Fam126a,Fgf2,Htr2c,Pi4k2b"
"GO:0046474","GO:0046474","glycerophospholipid biosynthetic process",168,5,0.00219533392970664,0.0345962111076333,"Fam126a,Fgf2,Htr2c,Pi4k2b,Plscr1"
"GO:0051129","GO:0051129","negative regulation of cellular component organization",737,11,0.00221221546039085,0.034684378111128,"Bcas3,Cd300a,Clec16a,Dab1,Gclc,Huwe1,Met,Mid1,Tbc1d30,Tbc1d4,Thy1"
"GO:0050867","GO:0050867","positive regulation of cell activation",528,9,0.00231128325626625,0.0360536723172903,"Anxa1,Bst1,Clcf1,Gm5150,Gm9733,H2-DMb1,Il16,Sirpb1a,Thy1"
"GO:0006470","GO:0006470","protein dephosphorylation",249,6,0.00234773128996966,0.0363559882196035,"Akap1,Bod1l,Cd300a,Ptpn12,Ptprm,Ublcp1"
"GO:0051254","GO:0051254","positive regulation of RNA metabolic process",1724,19,0.00235432530286401,0.0363559882196035,"Agap2,Arnt2,Bcas3,Ccna2,Dhx36,Eny2,Etv1,Fgf2,Klf5,Litaf,Met,Mllt3,Nfia,Nmd3,Rora,Sall1,Srsf1,Tfdp2,Tfec"
"GO:0008015","GO:0008015","blood circulation",530,9,0.00237042729338834,0.0364216153629118,"Chrna7,Gclc,Htr2c,Met,Nav2,Pde4d,Ptprm,Scpep1,Srsf1"
"GO:0009615","GO:0009615","response to virus",337,7,0.00239288668909746,0.0365837850527188,"Akap1,Dhx36,Isg20,Plscr1,Polr3f,Slfn8,Slfn9"
"GO:0019538","GO:0019538","protein metabolic process",5267,43,0.00242571184082702,0.0367989789153507,"Acvr2b,Agap2,Akap1,Anxa1,Arrdc4,B3galnt1,Bbs7,Bod1l,Bst1,Ccna2,Cd300a,Chordc1,Chrna7,Clcf1,Clec16a,Cyfip1,Dab1,Dhx36,Eif2a,Eny2,F8,Fbxl5,Fgf2,Gclc,Grk5,Gsap,Huwe1,Iqgap1,Lyplal1,Met,Mkrn3,Mllt3,Nhlrc3,P4ha1,Pde4d,Plk2,Ptpn12,Ptprm,Rbpms,Serpina1b,Thy1,Trpm6,Ublcp1"
"GO:0022604","GO:0022604","regulation of cell morphogenesis",338,7,0.0024326984941771,0.0367989789153507,"Anxa1,Cyfip1,Dhx36,Met,Myh10,Plxna4,Rnd3"
"GO:0032101","GO:0032101","regulation of response to external stimulus",976,13,0.00244288698299106,0.0367989789153507,"Abcc1,Anxa1,Bst1,Chrna7,Clcf1,Fgf2,Il16,Met,Plscr1,Plxna4,Polr3f,Rora,Tspan8"
"GO:0031400","GO:0031400","negative regulation of protein modification process",533,9,0.00246139664780987,0.0368969360913157,"Akap1,Bod1l,Cd300a,Chordc1,Chrna7,Gclc,Met,Pde4d,Thy1"
"GO:0035305","GO:0035305","negative regulation of dephosphorylation",50,3,0.00248632546378228,0.0370896997582667,"Akap1,Bod1l,Iqgap1"
"GO:0061024","GO:0061024","membrane organization",863,12,0.00252284896958325,0.0374527289059388,"Abcc1,Anxa1,Atp10a,Atp2c1,Cd300a,Gclc,Huwe1,Myh10,Nrcam,Plscr1,Tbc1d4,Tmem33"
"GO:0045332","GO:0045332","phospholipid translocation",51,3,0.00263138751721664,0.0388762203865709,"Abcc1,Atp10a,Plscr1"
"GO:0007267","GO:0007267","cell-cell signaling",1743,19,0.00265894819481713,0.0390954440319283,"Acvr2b,Anxa1,Cd300a,Chrna7,Clcf1,Cyfip1,Eny2,Fgf2,Grk5,Htr2c,Klf5,Mctp2,Met,Mllt3,Plk2,Sall1,Sipa1l1,Thy1,Tm2d3"
"GO:0051896","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",176,5,0.0026845545217788,0.0392839811686964,"Clcf1,Fgf2,Inpp4b,Met,Sesn1"
"GO:0060341","GO:0060341","regulation of cellular localization",874,12,0.00279562919111506,0.0403124867244651,"Akap1,Atp2c1,Bcas3,Cd300a,Cltc,Dhx36,Eny2,Inpp4b,Lyplal1,Nmd3,Pde4d,Thy1"
"GO:0030902","GO:0030902","hindbrain development",178,5,0.00281827170763912,0.0403124867244651,"Dab1,Fgf2,Myh10,Nav2,Rora"
"GO:0001934","GO:0001934","positive regulation of protein phosphorylation",761,11,0.00282785188794148,0.0403124867244651,"Acvr2b,Agap2,Cd300a,Chrna7,Clcf1,Dab1,Fgf2,Iqgap1,Met,Pde4d,Rbpms"
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation",443,8,0.00283125796152373,0.0403124867244651,"Anxa1,Bst1,Clcf1,Gm5150,Gm9733,H2-DMb1,Sirpb1a,Thy1"
"GO:0030154","GO:0030154","cell differentiation",4523,38,0.00283990475788463,0.0403124867244651,"Acvr2b,Anxa1,Bbs7,Cfl2,Chrna7,Clcf1,Clmn,Csmd3,Cyfip1,Dab1,Dhx36,Emb,Etv1,Fgf2,Grk5,Htr2c,Huwe1,Inpp4b,Iqgap1,Klf5,Met,Mllt3,Msi2,Myh10,Nrcam,Paqr8,Pde4d,Plk2,Plscr1,Plxna4,Ptprm,Rabgap1l,Rbfox1,Rora,Sall1,Sipa1l1,Thy1,Tm2d3"
"GO:0051493","GO:0051493","regulation of cytoskeleton organization",545,9,0.00285341881756035,0.0403124867244651,"Bcas3,Bst1,Cfl2,Cltc,Cyfip1,Iqgap1,Met,Mid1,Rnd3"
"GO:0050863","GO:0050863","regulation of T cell activation",348,7,0.00285951925139678,0.0403124867244651,"Anxa1,Cd300a,Gm5150,Gm9733,H2-DMb1,Sirpb1a,Thy1"
"GO:0009057","GO:0009057","macromolecule catabolic process",1364,16,0.00285978591146547,0.0403124867244651,"Agap2,Bbs7,Clec16a,Dhx36,Fbxl5,Fgf2,Gclc,Huwe1,Isg20,Lyplal1,Nhlrc3,Plk2,Ppp1r3b,Slfn8,Slfn9,Srsf1"
"GO:0032222","GO:0032222","regulation of synaptic transmission, cholinergic",15,2,0.00288321740824041,0.0404572013494192,"Chrna7,Htr2c"
