Annot	Term	Annotated	Significant	Pvalue	Padj	GeneID
GO:0051049	GO:0051049	regulation of transport	1820	34	0.000178966469047058	0.00763663018531286	Rab34,Per2,Azin1,Clec5a,Insig1,Snta1,Rgcc,Cacng1,Scn3b,Cacna1s,Sgk1,Syngr3,Bicd1,Xbp1,Cxcl12,Acsl3,Serpine2,Ikbkb,Mbtps1,Cd63,Srebf2,Hmgcr,Hnrnpm,Abca2,Cdh3,Mtmr2,Mbp,Mzb1,Hspa8,Sema5a,Ppid,Aacs,Acat2,Glul
GO:0006084	GO:0006084	acetyl-CoA metabolic process	30	4	0.000195443092379798	0.0082392214486375	Acly,Mvd,Acss2,Mvk
GO:0038065	GO:0038065	collagen-activated signaling pathway	13	3	0.000241290225777796	0.0100508869047203	Col4a2,Col1a1,Col4a1
GO:0043241	GO:0043241	protein complex disassembly	127	7	0.000249007693909885	0.0102503284822434	Per2,Sptb,Tmod2,Sgk1,Mid1ip1,Sema5a,Hspa8
GO:0035556	GO:0035556	intracellular signal transduction	2248	39	0.000264098319198201	0.0107451164985407	Mt2,Cd24a,Tfg,Col1a2,Dhcr24,Murc,Gna12,Arhgef10,Otud7b,Arhgap24,Chd5,Phlda3,Sgk1,Spag9,Adcy8,Tesk2,Sesn1,Xbp1,Cxcl12,Plekhg2,Trp53,Gpnmb,Adipor1,Adcy1,Serpine2,Gatsl2,Dennd4b,Ikbkb,Ppm1l,Cdkn2d,Hmgcr,Hyou1,Mbp,Ppp1r16b,Prex2,Mt1,Sema5a,Mapk8ip1,Ranbp9
GO:0016128	GO:0016128	phytosteroid metabolic process	3	2	0.000280457799162208	0.0108544713572908	Dhcr7,Fdft1
GO:0016129	GO:0016129	phytosteroid biosynthetic process	3	2	0.000280457799162208	0.0108544713572908	Dhcr7,Fdft1
GO:0019287	GO:0019287	isopentenyl diphosphate biosynthetic process, mevalonate pathway	3	2	0.000280457799162208	0.0108544713572908	Mvd,Mvk
GO:0071492	GO:0071492	cellular response to UV-A	3	2	0.000280457799162208	0.0108544713572908	Mme,Ppid
GO:0006796	GO:0006796	phosphate-containing compound metabolic process	2821	46	0.000282296911550005	0.0108544713572908	Cd24a,Mprip,Hspa5,Pcyt2,Ppp2r2c,Rgcc,Efr3b,Sgk1,Pip5k1b,Spag9,Adcy8,Pigq,Tesk2,Ldlr,Slc25a23,Atxn1,Pank3,Fdps,Sbk1,Mvd,Fdft1,Xbp1,Acsl3,Dusp18,Mboat1,Trp53,Gpnmb,Emp2,Adcy1,Cds2,Ikbkb,Ppm1l,Idi1,Cdkn2d,Hmgcr,Mtmr2,Mvk,Mbp,Ppp1r16b,Prex2,Hspa8,Fitm1,Mapk8ip1,Agpat3,Cdk7,Ranbp9
GO:0001525	GO:0001525	angiogenesis	432	13	0.000335648376154238	0.0127655833496052	Angptl4,Arhgap24,Rgcc,Col4a2,Xbp1,Cxcl12,Emp2,Sparc,Hif3a,Plxnd1,Ppp1r16b,Col4a1,Sema5a
GO:0050790	GO:0050790	regulation of catalytic activity	1657	31	0.000346073650042897	0.0130205559301086	Nlrp1b,Cd24a,Dhcr24,Mprip,Hspa5,Iqgap2,Angptl4,Itih5,Arhgef10,Arhgap24,Col28a1,Rgcc,Dscc1,Rfc3,Bicd1,Spag9,Trp53,Emp2,Adcy1,Dcun1d4,Serpine2,Ikbkb,Cdkn2d,Plxnd1,Hmgcr,Cdh3,Mbp,Prex2,Mid1ip1,Hspa8,Mapk8ip1
GO:0032366	GO:0032366	intracellular sterol transport	15	3	0.000378392236145033	0.0139367835186471	Stard4,Ldlr,Abca2
GO:0032367	GO:0032367	intracellular cholesterol transport	15	3	0.000378392236145033	0.0139367835186471	Stard4,Ldlr,Abca2
GO:0048522	GO:0048522	positive regulation of cellular process	4870	69	0.000434715506938482	0.0158444745706016	Rab34,Nlrp1b,Cd24a,Tfg,Clec5a,Maml3,Tef,Mprip,Hspa5,Murc,Iqgap2,Insig1,Arhgef10,Mal,Brinp1,Leo1,Rgcc,Dscc1,Rfc3,Klf15,Chd5,Phlda3,Col1a1,Sgk1,Bicd1,Spag9,Cyb5d2,Stard4,Ldlr,Atxn1,Fdps,Mvd,Fscn1,Xbp1,Cxcl12,Acsl3,Trp53,Gpnmb,Emp2,Tet3,Adipor1,Dcun1d4,Adcy1,Serpine2,Hsf4,Klf13,Ikbkb,Sparc,Hif3a,Cd63,Plxnd1,Srebf2,Dbp,Hmgcr,Mtmr2,Cdh3,Mbp,Ppp1r16b,Id4,Mzb1,Mid1ip1,Hspa8,Sema5a,Aacs,Ppid,Tmod2,Cdk7,Glul,Ash2l
GO:0051261	GO:0051261	protein depolymerization	100	6	0.00044019253918793	0.0158786978826656	Sptb,Tmod2,Sgk1,Mid1ip1,Sema5a,Hspa8
GO:1902531	GO:1902531	regulation of intracellular signal transduction	1533	29	0.000455655897112089	0.0162687753468898	Cd24a,Tfg,Murc,Gna12,Arhgef10,Otud7b,Arhgap24,Chd5,Phlda3,Spag9,Sesn1,Xbp1,Cxcl12,Plekhg2,Trp53,Gpnmb,Adipor1,Serpine2,Gatsl2,Dennd4b,Ikbkb,Cdkn2d,Hmgcr,Hyou1,Ppp1r16b,Prex2,Sema5a,Mapk8ip1,Ranbp9
GO:0048646	GO:0048646	anatomical structure formation involved in morphogenesis	1033	22	0.000497272437171296	0.0175753157339633	Murc,Angptl4,Arhgap24,Leo1,Rgcc,Col4a2,Cacna1s,Col1a1,Pmp22,Xbp1,Cxcl12,Trp53,Emp2,Syna,Sparc,Hif3a,Plxnd1,Mtmr2,Ppp1r16b,Col4a1,Sema5a,Ugt8a
GO:0030199	GO:0030199	collagen fibril organization	39	4	0.000547789105050949	0.0187548344000092	Col1a2,Lox,Col1a1,Col14a1
GO:0010273	GO:0010273	detoxification of copper ion	4	2	0.000557314810707545	0.0187548344000092	Mt1,Mt2
GO:1990169	GO:1990169	stress response to copper ion	4	2	0.000557314810707545	0.0187548344000092	Mt1,Mt2
GO:0032365	GO:0032365	intracellular lipid transport	17	3	0.000557445778108305	0.0187548344000092	Stard4,Ldlr,Abca2
GO:1903055	GO:1903055	positive regulation of extracellular matrix organization	17	3	0.000557445778108305	0.0187548344000092	Rgcc,Fscn1,Sema5a
GO:0030301	GO:0030301	cholesterol transport	69	5	0.000563064802559462	0.0187634642300529	Stard4,Ldlr,Srebf2,Abca2,Acat2
GO:0042127	GO:0042127	regulation of cell proliferation	1556	29	0.000578471224605771	0.0190950076876943	Cd24a,Dhcr7,Per2,Dhcr24,Rgcc,Chd5,Pmp22,Atxn1,Mvd,Xbp1,Cxcl12,Trp53,Emp2,Gpnmb,Serpine2,Hsf4,Klf13,Ikbkb,Sparc,Cdkn2d,Fa2h,Hmgcr,Cdh3,Ppp1r16b,Id4,Mzb1,Sema5a,Glul,Ash2l
GO:0015918	GO:0015918	sterol transport	70	5	0.000601634957066664	0.0196740253717407	Stard4,Ldlr,Srebf2,Abca2,Acat2
GO:2000026	GO:2000026	regulation of multicellular organismal development	1869	33	0.000612823472945727	0.0198543456651583	Cd24a,Per2,Hspa5,Brinp1,Leo1,Rgcc,Col4a2,Col1a1,Sgk1,Spag9,Tsc22d3,Cyb5d2,Pmp22,Atxn1,Fdps,Xbp1,Cxcl12,Trp53,Emp2,Adipor1,Serpine2,Klf13,Ikbkb,Col14a1,Sparc,Plxnd1,Hmgcr,Cdh3,Mtmr2,Mbp,Ppp1r16b,Id4,Sema5a
GO:0046890	GO:0046890	regulation of lipid biosynthetic process	148	7	0.000627317885218243	0.0201374796365012	Dhcr7,Insig1,Stard4,Fdps,Acsl3,Ldlr,Mid1ip1
GO:0051641	GO:0051641	cellular localization	2270	38	0.000638310173057057	0.0203040663229695	Rab34,Cd24a,Tfg,Per2,Rtp4,Mprip,Hspa5,Insig1,Mal,Otud7b,Scn3b,Efr3b,Col1a1,Bicd1,Spag9,Stard4,Ldlr,Atxn1,Xbp1,Acsl3,Dusp18,Trp53,Emp2,Ikbkb,Mbtps1,Cd63,Srebf2,Hmgcr,Hnrnpm,Abca2,Cdh3,Mtmr2,Hyou1,Id4,Hspa8,Sema5a,Ugt8a,Tacc1
GO:1902580	GO:1902580	single-organism cellular localization	846	19	0.000644747165294735	0.0203240570393358	Rab34,Cd24a,Insig1,Mal,Scn3b,Efr3b,Bicd1,Stard4,Ldlr,Xbp1,Acsl3,Trp53,Emp2,Ikbkb,Mbtps1,Cdh3,Abca2,Sema5a,Hspa8
GO:0007162	GO:0007162	negative regulation of cell adhesion	243	9	0.000651736012271275	0.0203609313119392	Cd24a,Rgcc,Col1a1,Cxcl12,Gpnmb,Serpine2,Plxnd1,Mbp,Sema5a
GO:0001569	GO:0001569	branching involved in blood vessel morphogenesis	41	4	0.000664293701042777	0.0205695899110502	Cxcl12,Plxnd1,Col4a1,Sema5a
GO:0030029	GO:0030029	actin filament-based process	655	16	0.000718070786529608	0.0220397340532202	Sptb,Murc,Iqgap2,Frmd3,Arhgef10,Snta1,Limch1,Rgcc,Scn3b,Tesk2,Fscn1,Emp2,Marcks,Ikbkb,Sema5a,Tmod2
GO:0009966	GO:0009966	regulation of signal transduction	2456	40	0.000773663440696821	0.0234177016624423	Cd24a,Tfg,Hspa5,Murc,Gna12,Arhgef10,Mal,Otud7b,Arhgap24,Chd5,Phlda3,Col1a1,Bicd1,Spag9,Atxn1,Sesn1,Dhrs3,Xbp1,Cxcl12,Plekhg2,Trp53,Emp2,Gpnmb,Adipor1,Serpine2,Gatsl2,Dennd4b,Ikbkb,Cd63,Cdkn2d,Hmgcr,Cdh3,Mtmr2,Hyou1,Ppp1r16b,Prex2,Sema5a,Mapk8ip1,Tmod2,Ranbp9
GO:0032288	GO:0032288	myelin assembly	19	3	0.00078304403958438	0.0234177016624423	Pmp22,Mtmr2,Ugt8a
GO:0070208	GO:0070208	protein heterotrimerization	19	3	0.00078304403958438	0.0234177016624423	Col1a2,C1qtnf6,Col1a1
GO:0048514	GO:0048514	blood vessel morphogenesis	535	14	0.000798452981351346	0.0236761608622742	Angptl4,Arhgap24,Rgcc,Lox,Col4a2,Xbp1,Cxcl12,Emp2,Sparc,Hif3a,Plxnd1,Ppp1r16b,Col4a1,Sema5a
GO:0032984	GO:0032984	macromolecular complex disassembly	155	7	0.000824268972466253	0.0240391666599781	Per2,Sptb,Tmod2,Sgk1,Mid1ip1,Sema5a,Hspa8
GO:0032502	GO:0032502	developmental process	5900	79	0.000831081925727528	0.0240391666599781	Vat1,Slc39a13,Cd24a,Dhcr7,Per2,Clec5a,Col1a2,Sptb,Dhcr24,Tef,Hspa5,Murc,Angptl4,Gna12,Insig1,Arhgef10,Mal,Brinp1,Arhgap24,Epyc,Ppp2r2c,Leo1,Rgcc,Srd5a1,Lox,Col4a2,Klf15,Drp2,Cacna1s,Chd5,Col1a1,Tsc22d3,Sgk1,Spag9,Cyb5d2,Pmp22,Myo10,Nav1,Atxn1,Fdps,Dhrs3,Fscn1,Nsdhl,Paqr8,Mpz,Xbp1,Cxcl12,Trp53,Emp2,Tet3,Lrrc8a,Adipor1,Adcy1,Serpine2,Syna,Hsf4,Ikbkb,Klf13,Col14a1,Sparc,Hif3a,Arid5b,Cd63,Plxnd1,Fa2h,Dbp,Hmgcr,Mtmr2,Cdh3,Mbp,Ppp1r16b,Id4,Prex2,Col4a1,Sema5a,Aacs,Manf,Ugt8a,Tacc1
GO:1901360	GO:1901360	organic cyclic compound metabolic process	5346	73	0.000831305849058974	0.0240391666599781	Dhcr7,Per2,Sptb,Dhcr24,Maml3,Tef,Hspa5,Murc,Insig1,Tm7sf2,Otud7b,Leo1,Rgcc,Srd5a1,Col4a2,Dscc1,Rfc3,Cyp51,Klf15,Sc5d,Chd5,Tmtc1,Col1a1,Tsc22d3,Adcy8,Stard4,Ldlr,Slc25a23,Med22,Atxn1,Pank3,Fdps,Mvd,Per3,Lss,Nsdhl,Fdft1,Xbp1,Tsc22d4,Hsd17b7,Hmgcs2,Trp53,Tet3,Adcy1,Mme,Hsf4,Ikbkb,Ciart,Klf13,Mbtps1,Gar1,Hif3a,Arid5b,Lcorl,Cdkn2d,Srebf2,Dbp,Hmgcr,Hnrnpm,Cdh3,Abca2,Mvk,Med13l,Id4,Hsd17b12,Hmgcs1,Hspa8,Sqle,Ppid,Mapk8ip1,Cdk7,Msmo1,Ash2l
GO:0001935	GO:0001935	endothelial cell proliferation	113	6	0.000840539529444648	0.0241069492912035	Rgcc,Xbp1,Cxcl12,Sparc,Ppp1r16b,Sema5a
GO:0071822	GO:0071822	protein complex subunit organization	1294	25	0.000852179686236031	0.0241985662309109	Cd24a,Per2,Sptb,Col1a2,Iqgap2,Angptl4,C1qtnf6,Lox,Col1a1,Sgk1,Spag9,Fscn1,Trp53,Marcks,Hsf4,Col14a1,Hmgcr,Mtmr2,Mzb1,Mid1ip1,Hspa8,Sema5a,Ppid,Tmod2,Glul
GO:0048583	GO:0048583	regulation of response to stimulus	3308	50	0.000857565650938253	0.0241985662309109	Rab34,Cd24a,Tfg,Hspa5,Murc,Gna12,Arhgef10,Mal,Slc7a2,Arhgap24,Otud7b,Rgcc,Chd5,Phlda3,Col1a1,Bicd1,Spag9,Ldlr,Atxn1,Fdps,Sesn1,Dhrs3,Plekhg2,Xbp1,Cxcl12,C4b,Trp53,Gpnmb,Emp2,Adipor1,Serpine2,Gatsl2,Dennd4b,Ikbkb,Col14a1,Cd63,Cdkn2d,Hmgcr,Mtmr2,Cdh3,Mvk,Hyou1,Ppp1r16b,Mzb1,Prex2,Hspa8,Sema5a,Mapk8ip1,Tmod2,Ranbp9
GO:0022008	GO:0022008	neurogenesis	1598	29	0.000879637721999915	0.0246228191142216	Cd24a,Per2,Hspa5,Arhgef10,Brinp1,Epyc,Klf15,Chd5,Sgk1,Spag9,Cyb5d2,Pmp22,Nav1,Atxn1,Xbp1,Cxcl12,Trp53,Adcy1,Serpine2,Ikbkb,Plxnd1,Fa2h,Mtmr2,Id4,Prex2,Sema5a,Manf,Ugt8a,Tacc1
GO:0002175	GO:0002175	protein localization to paranode region of axon	5	2	0.000922899870331078	0.0256287829070511	Mal,Ugt8a
GO:0009653	GO:0009653	anatomical structure morphogenesis	2480	40	0.00093316676039953	0.0257098464144721	Vat1,Col1a2,Hspa5,Murc,Angptl4,Insig1,Gna12,Arhgap24,Epyc,Leo1,Rgcc,Lox,Col4a2,Cacna1s,Col1a1,Sgk1,Pmp22,Myo10,Dhrs3,Fscn1,Xbp1,Cxcl12,Trp53,Emp2,Adcy1,Serpine2,Syna,Ikbkb,Sparc,Hif3a,Arid5b,Plxnd1,Mtmr2,Mbp,Ppp1r16b,Id4,Prex2,Col4a1,Sema5a,Ugt8a
GO:2000351	GO:2000351	regulation of endothelial cell apoptotic process	45	4	0.000948151181469653	0.0259186014372056	Angptl4,Rgcc,Xbp1,Sema5a
GO:0050793	GO:0050793	regulation of developmental process	2406	39	0.000993251699551279	0.0269409898971312	Vat1,Cd24a,Per2,Hspa5,Insig1,Gna12,Brinp1,Leo1,Rgcc,Col4a2,Chd5,Col1a1,Sgk1,Spag9,Tsc22d3,Cyb5d2,Pmp22,Myo10,Atxn1,Fdps,Xbp1,Cxcl12,Trp53,Emp2,Adipor1,Serpine2,Hsf4,Klf13,Ikbkb,Col14a1,Sparc,Plxnd1,Hmgcr,Cdh3,Mtmr2,Mbp,Ppp1r16b,Id4,Sema5a
GO:0015850	GO:0015850	organic hydroxy compound transport	208	8	0.00101467755633188	0.0273104366892711	Slc6a2,Stard4,Ldlr,Xbp1,Cxcl12,Srebf2,Abca2,Acat2
GO:0046889	GO:0046889	positive regulation of lipid biosynthetic process	79	5	0.00104397452491173	0.0278844798676806	Stard4,Fdps,Acsl3,Ldlr,Mid1ip1
GO:0043624	GO:0043624	cellular protein complex disassembly	118	6	0.00105317082636077	0.0279170054654267	Sptb,Tmod2,Sgk1,Mid1ip1,Sema5a,Hspa8
GO:0080090	GO:0080090	regulation of primary metabolic process	5304	72	0.00108973237642897	0.0286689743242479	Nlrp1b,Cd24a,Dhcr7,Per2,Azin1,Dhcr24,Maml3,Tef,Hspa5,Mprip,Murc,Secisbp2l,Angptl4,Gna12,Insig1,Itih5,Snta1,Otud7b,Col28a1,Leo1,Rgcc,Dscc1,Rfc3,Klf15,Chd5,Col1a1,Tsc22d3,Spag9,Stard4,Ldlr,Slc25a23,Med22,Atxn1,Fdps,Per3,Xbp1,Tsc22d4,Acsl3,Dda1,Trp53,Gpnmb,Emp2,Tet3,Adipor1,Dcun1d4,Adcy1,Serpine2,Hsf4,Ikbkb,Ciart,Klf13,Hif3a,Arid5b,Lcorl,Cdkn2d,Srebf2,Dbp,Hmgcr,Abca2,Mvk,Mbp,Ppp1r16b,Med13l,Id4,Prex2,Mid1ip1,Hspa8,Ppid,Mapk8ip1,Cdk7,Ash2l,Ranbp9
GO:0006950	GO:0006950	response to stress	3264	49	0.0011346441167889	0.0296277594376445	Rab34,Nlrp1b,Cd24a,Per2,Clec5a,Hspa5,Angptl4,Insig1,Brinp1,Trim34a,Slc7a2,Arhgap24,Rgcc,Lox,Klf15,Gm4951,Phlda3,Col1a1,Sgk1,Tsc22d3,Spag9,Slc6a2,Ldlr,Chst2,Sesn1,Xbp1,Tsc22d4,Cxcl12,Trp53,Lrrc8a,Pdia6,Serpine2,Ikbkb,Hif3a,Cdkn2d,Srebf2,Iigp1,Gbp6,Hmgcr,Mvk,Hyou1,Dzip3,Mt1,Manf,Mapk8ip1,Cdk7,Glul,Ash2l,Mt2
GO:0006357	GO:0006357	regulation of transcription from RNA polymerase II promoter	1783	31	0.00116334504897877	0.0299304729880641	Per2,Maml3,Tef,Murc,Insig1,Otud7b,Leo1,Rgcc,Klf15,Chd5,Tsc22d3,Med22,Atxn1,Per3,Xbp1,Trp53,Tet3,Hsf4,Klf13,Ikbkb,Hif3a,Arid5b,Lcorl,Srebf2,Dbp,Abca2,Med13l,Id4,Ppid,Cdk7,Ash2l
GO:0009891	GO:0009891	positive regulation of biosynthetic process	1783	31	0.00116334504897877	0.0299304729880641	Maml3,Tef,Murc,Insig1,Leo1,Rgcc,Dscc1,Rfc3,Klf15,Col1a1,Stard4,Ldlr,Atxn1,Fdps,Xbp1,Acsl3,Trp53,Tet3,Adcy1,Hsf4,Klf13,Ikbkb,Hif3a,Srebf2,Dbp,Cdh3,Id4,Mzb1,Mid1ip1,Cdk7,Ash2l
GO:0072577	GO:0072577	endothelial cell apoptotic process	49	4	0.00130806938552981	0.0334082830654657	Angptl4,Rgcc,Xbp1,Sema5a
GO:0035509	GO:0035509	negative regulation of myosin-light-chain-phosphatase activity	6	2	0.00137547683734659	0.0336558982788511	Mprip,Ikbkb
GO:0061687	GO:0061687	detoxification of inorganic compound	6	2	0.00137547683734659	0.0336558982788511	Mt1,Mt2
GO:0070236	GO:0070236	negative regulation of activation-induced cell death of T cells	6	2	0.00137547683734659	0.0336558982788511	Tsc22d4,Tsc22d3
GO:0097501	GO:0097501	stress response to metal ion	6	2	0.00137547683734659	0.0336558982788511	Mt1,Mt2
GO:1902837	GO:1902837	amino acid import into cell	6	2	0.00137547683734659	0.0336558982788511	Per2,Slc7a2
GO:1990144	GO:1990144	intrinsic apoptotic signaling pathway in response to hypoxia	6	2	0.00137547683734659	0.0336558982788511	Trp53,Hyou1
GO:0051239	GO:0051239	regulation of multicellular organismal process	2788	43	0.00143355719645995	0.0345810950647018	Cd24a,Per2,Clec5a,Hspa5,Brinp1,Snta1,Otud7b,Leo1,Rgcc,Col4a2,Scn3b,Col1a1,Sgk1,Spag9,Tsc22d3,Cyb5d2,Pmp22,Atxn1,Fdps,Dhrs3,Per3,Xbp1,Cxcl12,Trp53,Emp2,Gpnmb,Adipor1,Serpine2,Klf13,Ikbkb,Col14a1,Sparc,Cd63,Plxnd1,Fa2h,Hmgcr,Cdh3,Mtmr2,Mbp,Ppp1r16b,Id4,Sema5a,Acat2
GO:0043244	GO:0043244	regulation of protein complex disassembly	85	5	0.00144969095175206	0.0345810950647018	Per2,Sptb,Mid1ip1,Sema5a,Tmod2
GO:2001243	GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	85	5	0.00144969095175206	0.0345810950647018	Xbp1,Cxcl12,Cdkn2d,Hyou1,Mapk8ip1
GO:0030155	GO:0030155	regulation of cell adhesion	635	15	0.00145919216114872	0.0345810950647018	Cd24a,Col26a1,Rgcc,Col1a1,Myo10,Xbp1,Cxcl12,Emp2,Gpnmb,Serpine2,Cd63,Plxnd1,Mbp,Hsd17b12,Sema5a
GO:0043933	GO:0043933	macromolecular complex subunit organization	1652	29	0.00146305021291137	0.0345810950647018	Cd24a,Per2,Sptb,Col1a2,Iqgap2,Angptl4,Insig1,C1qtnf6,Lox,Chd5,Col1a1,Sgk1,Spag9,Bicd1,Fscn1,Acsl3,Trp53,Marcks,Hsf4,Col14a1,Hmgcr,Mtmr2,Mzb1,Mid1ip1,Hspa8,Sema5a,Ppid,Tmod2,Glul
GO:0009416	GO:0009416	response to light stimulus	273	9	0.00147258735771379	0.0345810950647018	Sgk1,Atxn1,Trp53,Mme,Cds2,Cdkn2d,Hmgcr,Sema5a,Ppid
GO:0051129	GO:0051129	negative regulation of cellular component organization	638	15	0.00152781175645245	0.0356387555721807	Vat1,Per2,Sptb,Insig1,Arhgap24,Rgcc,Sgk1,Pmp22,Trp53,Ikbkb,Mtmr2,Mid1ip1,Sema5a,Hspa8,Tmod2
GO:0031667	GO:0031667	response to nutrient levels	275	9	0.00154821641653539	0.0357006515470635	Hspa5,Angptl4,Agl,Xbp1,Trp53,Cdkn2d,Srebf2,Aacs,Glul
GO:0009968	GO:0009968	negative regulation of signal transduction	1055	21	0.00155087140187301	0.0357006515470635	Hspa5,Otud7b,Arhgap24,Phlda3,Bicd1,Atxn1,Sesn1,Dhrs3,Xbp1,Cxcl12,Trp53,Adipor1,Serpine2,Gatsl2,Cdkn2d,Hmgcr,Mtmr2,Hyou1,Prex2,Mapk8ip1,Ranbp9
GO:0002931	GO:0002931	response to ischemia	24	3	0.00157804778311324	0.035854475279956	Per2,Trp53,Hyou1
GO:0006882	GO:0006882	cellular zinc ion homeostasis	24	3	0.00157804778311324	0.035854475279956	Slc39a13,Mt1,Mt2
GO:0001558	GO:0001558	regulation of cell growth	393	11	0.00169924397674599	0.038359062416995	Sgk1,Fdps,Sesn1,Cxcl12,Trp53,Adipor1,Serpine2,Col14a1,Cdkn2d,Fam107a,Sema5a
GO:0001667	GO:0001667	ameboidal-type cell migration	335	10	0.00171070857980656	0.0383703161586099	Gna12,Rgcc,Cxcl12,Emp2,Adipor1,Sparc,Arid5b,Cd63,Plxnd1,Sema5a
GO:0030036	GO:0030036	actin cytoskeleton organization	582	14	0.00176555854862667	0.0389363534632234	Sptb,Murc,Iqgap2,Frmd3,Limch1,Rgcc,Arhgef10,Tesk2,Fscn1,Emp2,Marcks,Ikbkb,Sema5a,Tmod2
GO:0044765	GO:0044765	single-organism transport	2566	40	0.00176973133539151	0.0389363534632234	Rab34,Cd24a,Per2,Azin1,Clec5a,Kcnk1,Insig1,Slc7a2,Slc25a1,Rgcc,Slco3a1,Klf15,Bicd1,Slc6a2,Stard4,Ldlr,Slc25a23,Xbp1,Cxcl12,Acsl3,Trp53,Pdia6,Serpine2,Slc9a9,Mbtps1,Cd63,Srebf2,Hmgcr,Hnrnpm,Abca2,Cdh3,Mtmr2,Mbp,Mzb1,Hspa8,Sema5a,Ppid,Aacs,Acat2,Glul
GO:0002028	GO:0002028	regulation of sodium ion transport	89	5	0.00177796665589601	0.0389363534632234	Snta1,Scn3b,Sgk1,Serpine2,Ikbkb
GO:0055069	GO:0055069	zinc ion homeostasis	25	3	0.00178045628868698	0.0389363534632234	Slc39a13,Mt1,Mt2
GO:0007584	GO:0007584	response to nutrient	54	4	0.0018800019262151	0.0399305697326046	Agl,Xbp1,Cdkn2d,Aacs
GO:0070206	GO:0070206	protein trimerization	54	4	0.0018800019262151	0.0399305697326046	Col1a2,C1qtnf6,Col1a1,Hsf4
GO:0019222	GO:0019222	regulation of metabolic process	5875	77	0.0018957510861937	0.0399305697326046	Nlrp1b,Cd24a,Dhcr7,Per2,Azin1,Dhcr24,Maml3,Tef,Hspa5,Mprip,Murc,Secisbp2l,Angptl4,Gna12,Insig1,Itih5,Snta1,Otud7b,Col28a1,Leo1,Rgcc,Dscc1,Rfc3,Klf15,Chd5,Col1a1,Tsc22d3,Spag9,Stard4,Ldlr,Slc25a23,Med22,Atxn1,Fdps,Per3,Xbp1,Tsc22d4,Acsl3,Dda1,Trp53,Gpnmb,Emp2,Tet3,Adipor1,Dcun1d4,Adcy1,Serpine2,Hsf4,Ikbkb,Ciart,Klf13,Hif3a,Arid5b,Lcorl,Cd63,Cdkn2d,Srebf2,Dbp,Iigp1,Hmgcr,Mtmr2,Cdh3,Abca2,Mvk,Mbp,Ppp1r16b,Med13l,Id4,Mzb1,Prex2,Mid1ip1,Hspa8,Ppid,Mapk8ip1,Cdk7,Ash2l,Ranbp9
GO:0019367	GO:0019367	fatty acid elongation, saturated fatty acid	7	2	0.00191333468422653	0.0399305697326046	Elovl4,Elovl6
GO:0048842	GO:0048842	positive regulation of axon extension involved in axon guidance	7	2	0.00191333468422653	0.0399305697326046	Cxcl12,Sema5a
GO:0070141	GO:0070141	response to UV-A	7	2	0.00191333468422653	0.0399305697326046	Mme,Ppid
GO:1902669	GO:1902669	positive regulation of axon guidance	7	2	0.00191333468422653	0.0399305697326046	Cxcl12,Sema5a
GO:0031323	GO:0031323	regulation of cellular metabolic process	5413	72	0.00192715794833203	0.0399305697326046	Nlrp1b,Cd24a,Per2,Dhcr24,Maml3,Tef,Hspa5,Mprip,Murc,Secisbp2l,Gna12,Insig1,Itih5,Snta1,Otud7b,Col28a1,Leo1,Rgcc,Dscc1,Rfc3,Klf15,Chd5,Col1a1,Tsc22d3,Spag9,Stard4,Ldlr,Slc25a23,Med22,Atxn1,Per3,Xbp1,Tsc22d4,Acsl3,Dda1,Trp53,Gpnmb,Emp2,Tet3,Adipor1,Dcun1d4,Adcy1,Serpine2,Hsf4,Ikbkb,Ciart,Klf13,Hif3a,Arid5b,Lcorl,Cd63,Cdkn2d,Srebf2,Dbp,Iigp1,Hmgcr,Mtmr2,Cdh3,Abca2,Mvk,Mbp,Ppp1r16b,Med13l,Id4,Prex2,Mid1ip1,Hspa8,Ppid,Mapk8ip1,Cdk7,Ash2l,Ranbp9
GO:0051128	GO:0051128	regulation of cellular component organization	2329	37	0.00193502026211389	0.0399305697326046	Vat1,Cd24a,Per2,Sptb,Hspa5,Iqgap2,Insig1,Gna12,Arhgef10,Arhgap24,Rgcc,Sgk1,Bicd1,Pmp22,Myo10,Fdps,Sesn1,Fscn1,Xbp1,Cxcl12,Acsl3,Trp53,Adipor1,Serpine2,Ikbkb,Col14a1,Sparc,Cd63,Cdkn2d,Plxnd1,Srebf2,Fam107a,Mtmr2,Mid1ip1,Hspa8,Sema5a,Tmod2
GO:0006366	GO:0006366	transcription from RNA polymerase II promoter	1842	31	0.00194003911247293	0.0399305697326046	Per2,Maml3,Tef,Murc,Insig1,Otud7b,Leo1,Rgcc,Klf15,Chd5,Tsc22d3,Med22,Atxn1,Per3,Xbp1,Trp53,Tet3,Hsf4,Klf13,Ikbkb,Hif3a,Arid5b,Lcorl,Srebf2,Dbp,Abca2,Med13l,Id4,Ppid,Cdk7,Ash2l
GO:0030334	GO:0030334	regulation of cell migration	725	16	0.00204253629659575	0.0417943538116289	Hspa5,Gna12,Rgcc,Col1a1,Spag9,Xbp1,Cxcl12,Trp53,Adipor1,Emp2,Gpnmb,Sparc,Cd63,Sdc3,Plxnd1,Sema5a
